project_id,job_bc_code,job_bc_code_description
49733,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49723,1010.0,One Family Detached
407709,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407724,3291.0,Acc Struct to 1 or 2 Family
407725,1010.0,One Family Detached
407732,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407752,3294.0,Pool or Spa/3+ Fam or NonRes
407753,3295.0,ACC STRUCT- NON RES
407757,4380.0,Add/Alt Tenant Improvements
407758,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49742,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407773,1010.0,One Family Detached
407773,1010.0,One Family Detached
407783,4380.0,Add/Alt Tenant Improvements
49745,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407794,4380.0,Add/Alt Tenant Improvements
407792,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407801,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407805,4371.0,Add/Alt Acc Bldg to 1 or 2 Fam
49748,3293.0,Pool or Spa/1 or 2 Family
407828,4380.0,Add/Alt Tenant Improvements
49751,3281.0,Acc Bldg to 1 or 2 Fam 
407852,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49753,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49746,3291.0,Acc Struct to 1 or 2 Family
407878,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407888,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407894,4380.0,Add/Alt Tenant Improvements
49758,4380.0,Add/Alt Tenant Improvements
407925,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407942,4380.0,Add/Alt Tenant Improvements
49758,4380.0,Add/Alt Tenant Improvements
49758,4380.0,Add/Alt Tenant Improvements
407947,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407946,3293.0,Pool or Spa/1 or 2 Family
49756,4380.0,Add/Alt Tenant Improvements
407997,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408050,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408046,4342.0,"Add/Alt 3+, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408083,3291.0,Acc Struct to 1 or 2 Family
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408085,,
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408111,4380.0,Add/Alt Tenant Improvements
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49770,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408178,3295.0,ACC STRUCT- NON RES
408185,4380.0,Add/Alt Tenant Improvements
408173,3260.0,School/Educational Building
408189,4380.0,Add/Alt Tenant Improvements
408196,4380.0,Add/Alt Tenant Improvements
408201,3292.0,Acc Struct to 3+ Fam or NonRes
49780,3190.0,Church or Religious Building
408209,3291.0,Acc Struct to 1 or 2 Family
408258,4380.0,Add/Alt Tenant Improvements
408294,3250.0,Public Works/Utilities Bldg
408297,4380.0,Add/Alt Tenant Improvements
408323,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408330,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408366,4342.0,"Add/Alt 3+, No Chg DU"
408362,4380.0,Add/Alt Tenant Improvements
408361,4380.0,Add/Alt Tenant Improvements
408373,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408378,3291.0,Acc Struct to 1 or 2 Family
49795,4380.0,Add/Alt Tenant Improvements
408394,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408390,4380.0,Add/Alt Tenant Improvements
408403,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49800,4380.0,Add/Alt Tenant Improvements
408428,4380.0,Add/Alt Tenant Improvements
49690,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408496,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408500,3240.0,Office/Bank/Professional Bldg
408535,4380.0,Add/Alt Tenant Improvements
408536,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408546,4380.0,Add/Alt Tenant Improvements
408565,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408569,4380.0,Add/Alt Tenant Improvements
49818,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49819,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49820,3293.0,Pool or Spa/1 or 2 Family
408601,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408605,1010.0,One Family Detached
408607,1010.0,One Family Detached
408610,4380.0,Add/Alt Tenant Improvements
49821,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408623,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408624,4380.0,Add/Alt Tenant Improvements
49822,3293.0,Pool or Spa/1 or 2 Family
408626,4342.0,"Add/Alt 3+, No Chg DU"
408635,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408642,4380.0,Add/Alt Tenant Improvements
408654,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408664,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408695,4380.0,Add/Alt Tenant Improvements
408699,4380.0,Add/Alt Tenant Improvements
49830,4380.0,Add/Alt Tenant Improvements
49831,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49829,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408733,,
408745,3291.0,Acc Struct to 1 or 2 Family
408767,3281.0,Acc Bldg to 1 or 2 Fam 
408780,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408782,4380.0,Add/Alt Tenant Improvements
408784,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408811,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408810,4342.0,"Add/Alt 3+, No Chg DU"
49840,3293.0,Pool or Spa/1 or 2 Family
408813,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408815,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49839,4380.0,Add/Alt Tenant Improvements
408822,4380.0,Add/Alt Tenant Improvements
408839,4380.0,Add/Alt Tenant Improvements
408842,3293.0,Pool or Spa/1 or 2 Family
408841,3293.0,Pool or Spa/1 or 2 Family
49843,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408849,3293.0,Pool or Spa/1 or 2 Family
408845,4380.0,Add/Alt Tenant Improvements
408848,4380.0,Add/Alt Tenant Improvements
408843,3282.0,Acc Bldg to 3+ Fam or NonRes
408852,3293.0,Pool or Spa/1 or 2 Family
408871,3291.0,Acc Struct to 1 or 2 Family
49579,1010.0,One Family Detached
408838,4342.0,"Add/Alt 3+, No Chg DU"
49849,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408883,4380.0,Add/Alt Tenant Improvements
408891,4342.0,"Add/Alt 3+, No Chg DU"
408897,4380.0,Add/Alt Tenant Improvements
49579,1010.0,One Family Detached
49579,1010.0,One Family Detached
49579,1010.0,One Family Detached
408916,3291.0,Acc Struct to 1 or 2 Family
49846,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49853,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
408830,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49579,1010.0,One Family Detached
408952,4380.0,Add/Alt Tenant Improvements
49579,1031.0,Two Family Apartment
408952,4380.0,Add/Alt Tenant Improvements
408952,4380.0,Add/Alt Tenant Improvements
49579,1031.0,Two Family Apartment
49579,1031.0,Two Family Apartment
408971,4343.0,"Add/Alt Guest House, No Chg DU"
49857,3293.0,Pool or Spa/1 or 2 Family
408955,4380.0,Add/Alt Tenant Improvements
408991,4380.0,Add/Alt Tenant Improvements
408997,3295.0,ACC STRUCT- NON RES
49579,1010.0,One Family Detached
409018,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409028,1051.0,Five or More Family Apt
49579,1010.0,One Family Detached
409033,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49866,3295.0,ACC STRUCT- NON RES
409062,3295.0,ACC STRUCT- NON RES
49868,4380.0,Add/Alt Tenant Improvements
409075,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
404030,3292.0,Acc Struct to 3+ Fam or NonRes
49862,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49579,1010.0,One Family Detached
409103,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49579,1041.0,Three or Four Family Apt
409098,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409113,1052.0,Five or More Family Condo
49579,1041.0,Three or Four Family Apt
409134,1010.0,One Family Detached
409131,4380.0,Add/Alt Tenant Improvements
409148,4380.0,Add/Alt Tenant Improvements
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409003,1052.0,Five or More Family Condo
409159,4380.0,Add/Alt Tenant Improvements
409164,4380.0,Add/Alt Tenant Improvements
409169,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409177,4380.0,Add/Alt Tenant Improvements
49579,1051.0,Five or More Family Apt
409180,1010.0,One Family Detached
409178,4380.0,Add/Alt Tenant Improvements
409225,4380.0,Add/Alt Tenant Improvements
49579,3282.0,Acc Bldg to 3+ Fam or NonRes
409227,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409229,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49890,4380.0,Add/Alt Tenant Improvements
409240,4380.0,Add/Alt Tenant Improvements
49579,3282.0,Acc Bldg to 3+ Fam or NonRes
409239,1010.0,One Family Detached
409260,3295.0,ACC STRUCT- NON RES
409268,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409297,4380.0,Add/Alt Tenant Improvements
409317,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409329,4380.0,Add/Alt Tenant Improvements
409328,4380.0,Add/Alt Tenant Improvements
409367,4380.0,Add/Alt Tenant Improvements
409378,4380.0,Add/Alt Tenant Improvements
409403,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409406,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409409,4380.0,Add/Alt Tenant Improvements
409413,3250.0,Public Works/Utilities Bldg
409420,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
407048,1010.0,One Family Detached
407048,1010.0,One Family Detached
407048,1010.0,One Family Detached
407048,1010.0,One Family Detached
409446,4380.0,Add/Alt Tenant Improvements
409456,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409486,3272.0,Signs - Permanent
409499,3295.0,ACC STRUCT- NON RES
409498,4380.0,Add/Alt Tenant Improvements
409524,3295.0,ACC STRUCT- NON RES
409533,4380.0,Add/Alt Tenant Improvements
409543,3291.0,Acc Struct to 1 or 2 Family
409546,4380.0,Add/Alt Tenant Improvements
49919,4380.0,Add/Alt Tenant Improvements
409564,4380.0,Add/Alt Tenant Improvements
409576,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409570,4380.0,Add/Alt Tenant Improvements
397490,1052.0,Five or More Family Condo
409599,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409597,1010.0,One Family Detached
49929,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409616,,
409638,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409658,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409673,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409676,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409670,3250.0,Public Works/Utilities Bldg
409677,3293.0,Pool or Spa/1 or 2 Family
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409180,1010.0,One Family Detached
409683,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409694,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409697,3293.0,Pool or Spa/1 or 2 Family
49653,1010.0,One Family Detached
409239,1010.0,One Family Detached
409239,1010.0,One Family Detached
49951,,
49952,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409789,4380.0,Add/Alt Tenant Improvements
409813,3272.0,Signs - Permanent
409819,4380.0,Add/Alt Tenant Improvements
409837,5410.0,Residential Convert to NonRes
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409819,4380.0,Add/Alt Tenant Improvements
409836,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49579,3282.0,Acc Bldg to 3+ Fam or NonRes
409844,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49579,3282.0,Acc Bldg to 3+ Fam or NonRes
409855,4380.0,Add/Alt Tenant Improvements
49579,3282.0,Acc Bldg to 3+ Fam or NonRes
409875,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49967,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409887,4380.0,Add/Alt Tenant Improvements
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409909,3292.0,Acc Struct to 3+ Fam or NonRes
409931,4380.0,Add/Alt Tenant Improvements
409948,4380.0,Add/Alt Tenant Improvements
409956,,
409958,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
49975,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
409993,4380.0,Add/Alt Tenant Improvements
377434,1010.0,One Family Detached
377434,1010.0,One Family Detached
377434,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410013,1010.0,One Family Detached
410016,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410024,1010.0,One Family Detached
410018,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410024,1010.0,One Family Detached
410033,1010.0,One Family Detached
410036,2131.0,Motels and Tourist Cabins
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410033,1010.0,One Family Detached
410052,4380.0,Add/Alt Tenant Improvements
410065,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410074,4380.0,Add/Alt Tenant Improvements
49991,3295.0,ACC STRUCT- NON RES
410101,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410107,3293.0,Pool or Spa/1 or 2 Family
410110,3293.0,Pool or Spa/1 or 2 Family
410113,3293.0,Pool or Spa/1 or 2 Family
410116,4380.0,Add/Alt Tenant Improvements
410169,1010.0,One Family Detached
50000,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410228,4380.0,Add/Alt Tenant Improvements
50004,4380.0,Add/Alt Tenant Improvements
410232,4380.0,Add/Alt Tenant Improvements
410201,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
389863,1041.0,Three or Four Family Apt
50008,3293.0,Pool or Spa/1 or 2 Family
410251,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410255,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
403656,3292.0,Acc Struct to 3+ Fam or NonRes
410169,1010.0,One Family Detached
403656,3292.0,Acc Struct to 3+ Fam or NonRes
403656,3292.0,Acc Struct to 3+ Fam or NonRes
403656,3292.0,Acc Struct to 3+ Fam or NonRes
403656,3292.0,Acc Struct to 3+ Fam or NonRes
410169,1010.0,One Family Detached
410260,4380.0,Add/Alt Tenant Improvements
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410263,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410169,1010.0,One Family Detached
410270,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410281,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410283,3291.0,Acc Struct to 1 or 2 Family
410325,4380.0,Add/Alt Tenant Improvements
410326,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410340,4380.0,Add/Alt Tenant Improvements
50021,1010.0,One Family Detached
410354,4380.0,Add/Alt Tenant Improvements
410386,3295.0,ACC STRUCT- NON RES
410402,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410404,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410416,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410407,4380.0,Add/Alt Tenant Improvements
410432,3292.0,Acc Struct to 3+ Fam or NonRes
410433,3272.0,Signs - Permanent
410453,3272.0,Signs - Permanent
410456,4343.0,"Add/Alt Guest House, No Chg DU"
410457,4380.0,Add/Alt Tenant Improvements
410473,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410504,3295.0,ACC STRUCT- NON RES
50040,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410514,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410532,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50045,4380.0,Add/Alt Tenant Improvements
410549,3293.0,Pool or Spa/1 or 2 Family
410559,3293.0,Pool or Spa/1 or 2 Family
410554,4380.0,Add/Alt Tenant Improvements
410574,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50056,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410641,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410530,3291.0,Acc Struct to 1 or 2 Family
410666,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410672,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50064,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410677,1010.0,One Family Detached
410690,4380.0,Add/Alt Tenant Improvements
50067,4380.0,Add/Alt Tenant Improvements
410700,4380.0,Add/Alt Tenant Improvements
410705,3272.0,Signs - Permanent
410707,3272.0,Signs - Permanent
410710,3281.0,Acc Bldg to 1 or 2 Fam 
410722,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410727,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410751,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410759,1051.0,Five or More Family Apt
410768,4380.0,Add/Alt Tenant Improvements
410759,1051.0,Five or More Family Apt
50071,4332.0,"Add/Alt 3+ Fam, Increase DU"
410759,3270.0,Store/Mercantile Building
410771,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50071,4332.0,"Add/Alt 3+ Fam, Increase DU"
410116,4380.0,Add/Alt Tenant Improvements
410783,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410116,4380.0,Add/Alt Tenant Improvements
410790,3281.0,Acc Bldg to 1 or 2 Fam 
410801,3291.0,Acc Struct to 1 or 2 Family
50078,4380.0,Add/Alt Tenant Improvements
410776,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410817,3291.0,Acc Struct to 1 or 2 Family
410816,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410877,3281.0,Acc Bldg to 1 or 2 Fam 
410871,4380.0,Add/Alt Tenant Improvements
410883,3293.0,Pool or Spa/1 or 2 Family
50080,4380.0,Add/Alt Tenant Improvements
410923,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410929,4380.0,Add/Alt Tenant Improvements
50085,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
410932,3292.0,Acc Struct to 3+ Fam or NonRes
410932,3292.0,Acc Struct to 3+ Fam or NonRes
410932,3292.0,Acc Struct to 3+ Fam or NonRes
410759,1051.0,Five or More Family Apt
410759,1051.0,Five or More Family Apt
410759,1051.0,Five or More Family Apt
410971,3272.0,Signs - Permanent
410977,3295.0,ACC STRUCT- NON RES
410986,4380.0,Add/Alt Tenant Improvements
410987,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50090,4380.0,Add/Alt Tenant Improvements
410995,3292.0,Acc Struct to 3+ Fam or NonRes
410993,4380.0,Add/Alt Tenant Improvements
411004,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411003,3270.0,Store/Mercantile Building
411012,1031.0,Two Family Apartment
50098,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411026,3270.0,Store/Mercantile Building
411026,4380.0,Add/Alt Tenant Improvements
411034,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411033,4380.0,Add/Alt Tenant Improvements
411043,3295.0,ACC STRUCT- NON RES
411058,3293.0,Pool or Spa/1 or 2 Family
411053,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411072,3293.0,Pool or Spa/1 or 2 Family
411059,4380.0,Add/Alt Tenant Improvements
411085,4380.0,Add/Alt Tenant Improvements
411084,3293.0,Pool or Spa/1 or 2 Family
411090,3293.0,Pool or Spa/1 or 2 Family
411091,4380.0,Add/Alt Tenant Improvements
411101,4380.0,Add/Alt Tenant Improvements
411098,1052.0,Five or More Family Condo
411106,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50109,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411146,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411160,4380.0,Add/Alt Tenant Improvements
411165,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50121,3293.0,Pool or Spa/1 or 2 Family
411242,4380.0,Add/Alt Tenant Improvements
411243,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411248,3295.0,ACC STRUCT- NON RES
411250,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50127,1010.0,One Family Detached
411288,4380.0,Add/Alt Tenant Improvements
411302,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50128,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411331,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411336,4380.0,Add/Alt Tenant Improvements
411352,1010.0,One Family Detached
50130,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50131,1010.0,One Family Detached
411366,4342.0,"Add/Alt 3+, No Chg DU"
411391,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411390,3295.0,ACC STRUCT- NON RES
411396,4380.0,Add/Alt Tenant Improvements
50132,4380.0,Add/Alt Tenant Improvements
50131,1010.0,One Family Detached
50131,1010.0,One Family Detached
50131,1010.0,One Family Detached
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50131,1010.0,One Family Detached
398657,1051.0,Five or More Family Apt
398657,1051.0,Five or More Family Apt
411429,3293.0,Pool or Spa/1 or 2 Family
411430,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50131,1010.0,One Family Detached
411437,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411442,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50131,1010.0,One Family Detached
50131,1010.0,One Family Detached
48926,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411458,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411462,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411464,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411465,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411465,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411471,4380.0,Add/Alt Tenant Improvements
411490,3291.0,Acc Struct to 1 or 2 Family
411484,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411504,3292.0,Acc Struct to 3+ Fam or NonRes
50141,4380.0,Add/Alt Tenant Improvements
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411506,4380.0,Add/Alt Tenant Improvements
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411510,3293.0,Pool or Spa/1 or 2 Family
411504,3292.0,Acc Struct to 3+ Fam or NonRes
411518,3295.0,ACC STRUCT- NON RES
411524,3295.0,ACC STRUCT- NON RES
50146,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411578,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411584,3291.0,Acc Struct to 1 or 2 Family
411622,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
50153,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411630,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411638,4352.0,"Add/Alt 3+ Fam, Decrease DU"
50161,1031.0,Two Family Apartment
411681,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411683,4380.0,Add/Alt Tenant Improvements
50164,3281.0,Acc Bldg to 1 or 2 Fam 
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411738,4380.0,Add/Alt Tenant Improvements
411750,4380.0,Add/Alt Tenant Improvements
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411747,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411764,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
411761,4380.0,Add/Alt Tenant Improvements
47144,4341.0,"Add/Alt 1 or 2 Fam, No Chg DU"
