species_scientific_name,species_common_name,observation_date,track_type,total_sightings,vegetation_category,location_name,reserve_name,lat,long
Lynx rufus,Bobcat,1996-07-15,Tracks,9,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Canis latrans,Coyote,1996-07-15,Scat,18,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Canis latrans,Coyote,1996-07-15,Tracks,153,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,12,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,164,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Didelphis virginiana,Opossum,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Didelphis virginiana,Opossum,1996-07-15,Tracks,28,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Procyon lotor,Raccoon,1996-07-15,Tracks,233,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93955,117.12945800000001
Lynx rufus,Bobcat,1996-07-15,Scat,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Canis latrans,Coyote,1996-07-15,Scat,5,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Canis latrans,Coyote,1996-07-15,Tracks,7,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,7,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,16,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,33,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Didelphis virginiana,Opossum,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Procyon lotor,Raccoon,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.939067,117.1295
Canis latrans,Coyote,1996-07-15,Scat,22,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Canis latrans,Coyote,1996-07-15,Tracks,43,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,70,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Didelphis virginiana,Opossum,1996-07-15,Tracks,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Procyon lotor,Raccoon,1996-07-15,Scat,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Procyon lotor,Raccoon,1996-07-15,Tracks,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",Black Mountain Bridge West to 1 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.938908000000005,117.12965
Lynx rufus,Bobcat,1996-07-15,Scat,6,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Lynx rufus,Bobcat,1996-07-15,Tracks,8,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Canis latrans,Coyote,1996-07-15,Scat,117,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Canis latrans,Coyote,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Canis latrans,Coyote,1996-07-15,Tracks,103,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,8,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,28,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,12,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,152,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Didelphis virginiana,Opossum,1996-07-15,Tracks,6,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Procyon lotor,Raccoon,1996-07-15,Fur/Hair,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Procyon lotor,Raccoon,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Procyon lotor,Raccoon,1996-07-15,Tracks,68,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,6,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,4,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.938183,117.13384199999999
Lynx rufus,Bobcat,1996-07-15,Scat,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Lynx rufus,Bobcat,1996-07-15,Tracks,4,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Canis latrans,Coyote,1996-07-15,Scat,52,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Canis latrans,Coyote,1996-07-15,Tracks,52,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,9,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,106,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Didelphis virginiana,Opossum,1996-07-15,Tracks,5,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Procyon lotor,Raccoon,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Procyon lotor,Raccoon,1996-07-15,Tracks,36,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.937425,117.136458
Lynx rufus,Bobcat,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Canis latrans,Coyote,1996-07-15,Scat,96,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Canis latrans,Coyote,1996-07-15,Tracks,37,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,137,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Didelphis virginiana,Opossum,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Procyon lotor,Raccoon,1996-07-15,Tracks,25,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Neotoma lepida,Woodrat/Packrat,1996-07-15,Evidence of Predation,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 6,Los Penasquitos Canyon Preserve,32.936958000000004,117.13895
Lynx rufus,Bobcat,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Canis latrans,Coyote,1996-07-15,Scat,49,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Canis latrans,Coyote,1996-07-15,Tracks,43,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,6,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,154,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Didelphis virginiana,Opossum,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Procyon lotor,Raccoon,1996-07-15,Tracks,14,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 7,Los Penasquitos Canyon Preserve,32.937033,117.142292
Lynx rufus,Bobcat,1996-07-15,Scat,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Canis latrans,Coyote,1996-07-15,Scat,29,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Canis latrans,Coyote,1996-07-15,Tracks,29,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,6,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,1,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,97,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Didelphis virginiana,Opossum,1996-07-15,Tracks,11,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Procyon lotor,Raccoon,1996-07-15,Scat,2,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Procyon lotor,Raccoon,1996-07-15,Tracks,19,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,3,Riparian and Bottomland Habitat,Black Mountain Bridge West to 1 Mile Marker - Section: 8,Los Penasquitos Canyon Preserve,32.936917,117.14510800000001
Lynx rufus,Bobcat,1996-07-15,Scat,7,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Lynx rufus,Bobcat,1996-07-15,Tracks,2,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Canis latrans,Coyote,1996-07-15,Scat,55,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Canis latrans,Coyote,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Canis latrans,Coyote,1996-07-15,Tracks,34,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,17,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,3,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,5,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,3,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,141,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Didelphis virginiana,Opossum,1996-07-15,Scat,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Didelphis virginiana,Opossum,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Procyon lotor,Raccoon,1996-07-15,Tracks,17,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,7,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,2,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 1,Los Penasquitos Canyon Preserve,32.93705,117.14713300000001
Lynx rufus,Bobcat,1996-07-15,Scat,5,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Lynx rufus,Bobcat,1996-07-15,Tracks,6,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Puma concolor,Cougar,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Canis latrans,Coyote,1996-07-15,Scat,60,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Canis latrans,Coyote,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Canis latrans,Coyote,1996-07-15,Tracks,50,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,2,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,5,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,83,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Odocoileus hemionus,Mule Deer,1996-07-15,Rub,6,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,10,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,2,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,167,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Didelphis virginiana,Opossum,1996-07-15,Tracks,6,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Procyon lotor,Raccoon,1996-07-15,Scat,2,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Procyon lotor,Raccoon,1996-07-15,Tracks,40,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,22,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,5,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.936766999999996,117.149325
Lynx rufus,Bobcat,1996-07-15,Scat,5,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.9361,117.15201699999999
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.9361,117.15201699999999
Canis latrans,Coyote,1996-07-15,Scat,55,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.9361,117.15201699999999
Canis latrans,Coyote,1996-07-15,Sighting,1,Riparian and Bottomland Habitat,South Side PQ 1 Mile to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.9361,117.15201699999999
